Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
28743037,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
28752830,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
28762817,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
28772898,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
28779967,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
28780243,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
28780403,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
28780686,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
28843009,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
28852955,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
28863017,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
28872939,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
28879955,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
28880232,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
28880391,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
28880670,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
28943153,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
28953058,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
28963011,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
28973255,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
28979919,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
28980199,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
28980474,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
28980640,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29043199,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29053154,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29063209,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29073225,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29079973,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29080134,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29080411,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29080691,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29143309,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29153253,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29163200,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29173223,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29180022,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29180181,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29180458,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29180745,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29243500,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29253381,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29263415,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29273432,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29280457,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29280620,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
29280904,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29281179,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29343611,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29354079,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29363502,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29373522,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29379985,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29380145,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29380421,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29380702,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29443572,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29453575,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29463584,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29473760,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29479880,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29480159,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29480434,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29480601,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29543743,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29553679,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29563664,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29573678,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29579913,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29580190,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29580349,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29580636,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29643836,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29653745,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29663851,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29673759,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29679879,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29680158,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29680433,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29680713,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29743918,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29753827,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29763864,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29773892,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29779894,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29780171,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
29780330,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29780615,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29844048,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29853959,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29863963,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29874016,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29879900,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29880061,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29880335,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29880615,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
29944077,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
29954097,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
29964095,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
29974259,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
29979931,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
29980091,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
29980368,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
29980648,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30044153,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30054171,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30064259,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30074216,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30080667,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30080952,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30081111,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30081388,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30144379,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30154294,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30164267,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30174310,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30179894,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30180055,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
30180332,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30180611,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30244403,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30254315,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30264393,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30274376,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30279819,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30280098,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30280373,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30280654,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30344531,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30354443,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30364498,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30374542,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30379804,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30380083,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30380357,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30380515,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30444580,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30454598,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30464644,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30474692,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30479820,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30480103,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
30480270,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30480585,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30544697,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30554712,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30564667,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30574738,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30579810,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30580093,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30580253,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30580530,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30644750,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30654785,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30664847,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30674749,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30679872,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30680036,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
30680321,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30680602,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30744976,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30754887,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30764849,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30774870,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30779891,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30780051,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30780365,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30780660,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30844981,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30855001,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30865067,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30874982,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30879816,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30880094,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
30880368,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30880561,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
30945085,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
30955111,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
30965058,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
30975187,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
30979798,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
30979956,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
30980233,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
30980514,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31045152,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31055162,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31065226,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31075245,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31079740,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31080018,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
31080293,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31080450,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31145297,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31155319,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31165275,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31175298,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31179805,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31179964,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31180241,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31180516,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31245451,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31255357,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31265430,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31275449,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31279829,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31279990,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31280265,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31280541,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31345543,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31355413,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31365508,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31375525,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31384027,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31384306,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31384584,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31384741,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31445650,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31455575,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31465620,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31475761,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31479801,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31479960,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
31480237,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31480513,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31545708,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31555735,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31565687,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31575709,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31579745,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31580021,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31580180,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31580454,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31645777,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31655798,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31665857,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31675749,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31679788,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31679947,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31680224,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31680499,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31745949,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31755865,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31765845,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31775867,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31779788,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31779947,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31780224,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31780499,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31846014,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31855938,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31865997,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31876015,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31879706,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31879990,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
31880147,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31880422,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
31946095,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
31956113,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
31966097,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
31976225,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
31979692,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
31979978,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
31980254,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
31980413,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32046249,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32056128,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32066188,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32076166,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32079646,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32079933,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
32080208,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32080483,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32146319,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32156331,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32166283,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32176302,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32179770,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32180048,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
32180324,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32180483,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32246358,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32256379,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32266442,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32276464,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32279706,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32279989,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
32280148,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32280425,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32346505,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32356448,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32366542,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32376562,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32379688,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32379970,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
32380128,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32380402,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32446662,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32456560,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32466675,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32476733,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32479753,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32479912,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
32480189,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32480464,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32546802,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32556691,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32566647,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32576707,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32579733,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32579895,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
32580169,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32580444,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32646867,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32656786,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32666813,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32676832,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32679613,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32679898,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
32680174,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32680332,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32746967,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32756873,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32766922,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32776870,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32779649,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32779932,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
32780090,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32780365,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32846967,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32856995,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32867060,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32876975,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32879669,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32879836,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
32880113,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32880388,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
32947173,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
32957089,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
32967146,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
32977291,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
32979745,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
32979904,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
32980181,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
32980457,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
33047238,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
33057245,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
33067295,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
33077202,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
33079654,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
33079819,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
33080094,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
33080372,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
33147378,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
33157331,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
33167347,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
33177392,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
33179628,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
33179911,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
33180070,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
33180344,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
33247411,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
33257408,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
33267489,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
33277434,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
33279619,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
33279800,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
33280095,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
33280370,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
33347514,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
33357482,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
33367512,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
33377488,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
