Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
15281137,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15281414,00000109,false,Rx,0,8,02,00,00,00,01,20,00,00,
15281693,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15281861,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15329364,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15339276,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15349339,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15359281,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15380996,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15381155,00000109,false,Rx,0,8,02,00,00,00,01,20,00,00,
15381432,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15381713,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15429434,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15439449,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15449388,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15459523,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15481045,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15481322,00000109,false,Rx,0,8,02,00,00,00,01,20,00,00,
15481481,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15481773,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15529538,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15539466,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15549519,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15559549,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15580959,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15581119,00000109,false,Rx,0,8,02,00,00,00,01,20,00,00,
15581396,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15581678,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15629598,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15639584,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15649607,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15659676,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15680947,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15681108,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
15681385,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15681664,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15729741,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15739677,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15749698,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15759772,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15780852,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15781131,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
15781406,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15781684,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15829790,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15839846,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15849879,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15859829,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15881002,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15881163,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
15881440,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15881717,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
15929985,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
15939934,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
15949958,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
15960034,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
15980849,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
15981128,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
15981404,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
15981687,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16030079,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16040011,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16050060,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16060072,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16080807,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16081086,00000109,false,Rx,0,8,02,01,00,00,01,24,00,00,
16081362,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16081643,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16130226,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16140095,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16150154,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16160104,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16180828,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16181108,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16181383,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16181665,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16230241,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16240250,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16250298,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16260254,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16280816,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16281107,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16281402,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16281580,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16330419,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16340257,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16350287,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16360341,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16380864,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16381143,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16381419,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16381704,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16430471,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16440426,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16450464,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16460523,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16480900,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16481060,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16481337,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16481614,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16530557,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16540508,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16550554,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16560530,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16580921,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16581081,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16581358,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16581640,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16630603,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16640557,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16650610,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16660658,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16680836,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16681113,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16681388,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16681547,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16730832,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16740665,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16750753,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16760749,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16780905,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16781065,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16781342,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16781620,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16830812,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16840759,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16850890,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16860791,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16880960,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16881119,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16881396,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16881676,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
16930946,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
16940901,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
16950921,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
16961123,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
16980867,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
16981027,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
16981304,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
16981582,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17031060,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17041012,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17051029,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17061003,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17080863,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17081023,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17081298,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17081579,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17131206,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17141163,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17151069,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17161103,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17180828,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17181107,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17181382,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17181665,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17231304,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17241246,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17251266,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17261285,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17280822,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17280982,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17281259,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17281534,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17331400,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17341238,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17351257,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17361282,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17380832,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17381111,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17381387,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17381546,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17431376,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17441441,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17451459,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17461599,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17480809,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17481095,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17481253,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17481530,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17531564,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17541515,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17551538,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17561593,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17580888,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17581049,00000109,false,Rx,0,8,02,01,00,00,01,24,00,00,
17581326,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17581603,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17631690,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17641524,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17651661,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17661617,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17680832,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17681111,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17681385,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17681543,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17731827,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17741665,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17751687,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17761802,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17780780,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17781070,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17781235,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17781524,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17831812,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17841767,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17851900,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17861843,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17880912,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17881196,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
17881362,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17881646,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
17932031,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
17941882,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
17951899,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
17962079,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
17980848,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
17981125,00000109,false,Rx,0,8,02,09,01,00,01,24,00,00,
17981401,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
17981561,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18032095,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18042051,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18052075,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18062017,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18080819,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18080982,00000109,false,Rx,0,8,02,C2,01,00,01,24,00,00,
18081256,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18081555,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18132246,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18142200,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18152108,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18162179,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18180763,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18180923,00000109,false,Rx,0,8,02,E9,01,00,01,24,00,00,
18181200,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18181476,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18232299,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18242255,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18252277,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18262287,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18280867,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18281027,00000109,false,Rx,0,8,02,F9,01,00,01,24,00,00,
18281304,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18281582,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18332428,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18342382,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18353157,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18362317,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18380660,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18380947,00000109,false,Rx,0,8,02,F5,01,00,01,24,00,00,
18381223,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18381498,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18432473,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18442451,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18452469,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18462595,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18480861,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18481140,00000109,false,Rx,0,8,02,F3,01,00,01,24,00,00,
18481415,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18481701,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18532655,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18542524,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18552544,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18562606,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18580747,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18581023,00000109,false,Rx,0,8,02,F3,01,00,01,24,00,00,
18581182,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18581456,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18632640,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18642702,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18652734,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18662681,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18680789,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18680964,00000109,false,Rx,0,8,02,6F,01,00,01,24,00,00,
18681242,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18681401,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18732819,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18742760,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18752779,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18762741,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18780698,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18780980,00000109,false,Rx,0,8,02,2C,00,00,01,24,00,00,
18781171,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18781455,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18832876,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18842910,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18852929,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18862881,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18883945,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18884224,00000109,false,Rx,0,8,02,09,00,00,01,24,00,00,
18884499,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18884660,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
18932984,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
18942986,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
18952979,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
18963043,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
18980666,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
18980950,00000109,false,Rx,0,8,02,01,00,00,01,24,00,00,
18981109,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
18981386,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19033098,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19043044,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19053056,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19063110,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19080733,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19081011,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19081287,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19081563,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19133257,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19143191,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19153220,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19163177,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19180615,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19180899,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19181058,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19181335,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19233266,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19243327,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19253331,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19263274,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19280671,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19280838,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19281112,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19281390,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19333358,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19343317,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19354277,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19363410,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19380692,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19380975,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19381134,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19381410,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19433465,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19443523,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19453438,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19463583,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19480654,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19480942,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19481217,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19481376,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19533583,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19543506,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19553543,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19563586,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19580790,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19581066,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19581226,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19581503,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19633675,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19643692,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19653763,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19663644,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19680644,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19680812,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19681088,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19681363,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19733783,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19743796,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19753743,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19763675,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19780551,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19780842,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19781118,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19781275,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19833835,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19843854,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19853800,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19863868,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
19880609,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
19880896,00000109,false,Rx,0,8,02,00,00,00,01,24,00,00,
19881172,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
19881331,00000209,false,Rx,0,8,02,00,00,00,00,00,00,00,
19933963,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
19943985,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
19953825,00000102,false,Rx,0,8,02,9A,01,00,00,C9,49,00,
19964071,00000200,false,Rx,0,8,FF,00,00,00,FA,00,43,B2,
